seed,pattern,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions
509,motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7,21,2,60,"[2, 8, 14, 20, 26, 32, 38, 44, 50, 56]"
510,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,21,0,72,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
511,motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8,21,4,2,"[4, 24]"
512,motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_5,21,8,17,"[8, 34, 40, 46, 72, 78, 84, 90, 116, 122]"
513,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5,21,2,6,"[2, 248, 252, 256, 260, 264]"
514,motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3,21,0,2,"[0, 204]"
515,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_1,21,0,14,"[0, 16, 32, 48, 64, 80, 96, 148, 164, 180]"
516,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,21,4,3,"[4, 110, 216]"
517,motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_3,21,18,2,"[18, 118]"
518,motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_7,21,12,2,"[12, 220]"
519,motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_1,21,18,3,"[18, 88, 124]"
520,motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3,21,2,2,"[2, 66]"
521,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_6,21,26,2,"[26, 292]"
522,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_6,21,38,7,"[38, 62, 106, 140, 184, 218, 262]"
523,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_6,21,36,10,"[36, 46, 56, 66, 126, 136, 186, 196, 206, 266]"
524,motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_8,21,54,10,"[54, 62, 70, 78, 126, 174, 202, 250, 278, 286]"
525,motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,21,4,11,"[4, 30, 56, 86, 116, 146, 176, 202, 232, 258]"
526,motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5,21,6,4,"[6, 44, 82, 222]"
527,motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7,21,8,2,"[8, 72]"
528,motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_4,21,16,2,"[16, 100]"
529,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_2,21,12,3,"[12, 98, 194]"
530,motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_6,21,10,2,"[10, 316]"
531,motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2,21,2,11,"[2, 26, 50, 74, 98, 122, 146, 170, 194, 218]"
532,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4,21,16,16,"[16, 42, 52, 62, 72, 98, 108, 118, 144, 154]"
533,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4,21,0,79,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
534,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7,21,4,2,"[4, 48]"
535,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_7,21,4,3,"[4, 34, 64]"
536,motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7,21,26,5,"[26, 46, 66, 86, 106]"
537,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_2,21,2,14,"[2, 20, 38, 56, 74, 92, 128, 146, 164, 182]"
538,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,21,0,120,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
539,motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5,21,4,10,"[4, 20, 64, 92, 136, 164, 202, 218, 246, 290]"
540,motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_1,21,0,9,"[0, 44, 68, 88, 112, 132, 170, 190, 228]"
541,motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7,21,10,10,"[10, 38, 66, 94, 122, 178, 206, 234, 262, 290]"
542,motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,21,0,5,"[0, 60, 134, 194, 250]"
543,motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_6,21,6,4,"[6, 74, 142, 210]"
544,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6,21,32,3,"[32, 176, 356]"
545,motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_3,21,106,2,"[106, 124]"
546,motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8,21,6,4,"[6, 90, 132, 202]"
547,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4,21,2,7,"[2, 84, 154, 312, 528, 636, 810]"
548,motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_3,21,32,3,"[32, 130, 266]"
549,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2,21,12,14,"[12, 30, 48, 66, 84, 102, 120, 138, 156, 174]"
550,motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_2,21,4,27,"[4, 20, 36, 52, 68, 84, 100, 116, 132, 148]"
551,motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_4,21,0,13,"[0, 22, 44, 66, 88, 110, 132, 154, 176, 198]"
552,motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_6,21,4,34,"[4, 12, 20, 28, 36, 62, 70, 78, 86, 94]"
553,motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7,21,10,24,"[10, 26, 42, 58, 74, 90, 106, 122, 138, 154]"
554,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2,21,10,52,"[10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
555,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_8,21,16,8,"[16, 36, 80, 100, 164, 184, 228, 248]"
556,motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4,21,4,16,"[4, 52, 116, 132, 148, 196, 276, 292, 308, 324]"
557,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4,21,0,67,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
558,motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_5,21,12,3,"[12, 84, 156]"
559,motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_4,21,12,2,"[12, 78]"
560,motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_1,21,4,2,"[4, 220]"
561,motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7,21,4,106,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
562,motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6,21,0,81,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
563,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_6,21,2,4,"[2, 134, 160, 306]"
564,motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6,21,0,5,"[0, 54, 108, 162, 216]"
565,motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_4,21,8,9,"[8, 28, 72, 122, 166, 186, 230, 324, 338]"
566,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_8,21,0,6,"[0, 56, 102, 158, 204, 260]"
567,motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_1,21,4,2,"[4, 34]"
568,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4,21,32,13,"[32, 54, 76, 98, 120, 146, 168, 218, 240, 262]"
569,motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_7,21,6,13,"[6, 22, 38, 54, 80, 96, 112, 128, 144, 160]"
570,motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_8,21,64,10,"[64, 94, 124, 154, 184, 214, 244, 274, 304, 334]"
571,motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8,21,10,5,"[10, 56, 102, 148, 286]"
572,motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_2,21,8,6,"[8, 42, 82, 116, 150, 174]"
573,motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_7,21,36,2,"[36, 144]"
574,motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_5,21,0,13,"[0, 22, 44, 66, 88, 110, 136, 158, 180, 202]"
575,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2,21,6,4,"[6, 92, 180, 242]"
576,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7,21,0,41,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
577,motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_8,21,8,2,"[8, 22]"
578,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4,21,0,51,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
579,motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_6,21,4,3,"[4, 62, 192]"
580,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8,21,2,11,"[2, 24, 46, 68, 136, 158, 180, 202, 276, 298]"
581,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2,21,12,116,"[12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
582,motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4,21,18,2,"[18, 180]"
583,motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3,21,30,3,"[30, 244, 474]"
584,motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4,21,114,2,"[114, 188]"
585,motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3,21,18,3,"[18, 248, 304]"
586,motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1,21,42,8,"[42, 88, 128, 168, 208, 242, 276, 316]"
587,motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_7,21,2,5,"[2, 56, 94, 148, 202]"
588,motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1,21,0,7,"[0, 76, 98, 164, 220, 286, 472]"
589,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3,21,4,7,"[4, 24, 44, 64, 84, 104, 124]"
590,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_2,21,178,2,"[178, 220]"
591,motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_5,21,14,2,"[14, 26]"
592,motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_5,21,2,2,"[2, 38]"
593,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_2,21,8,38,"[8, 18, 28, 38, 48, 58, 68, 78, 88, 98]"
594,motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_1,21,28,2,"[28, 70]"
595,motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2,21,14,2,"[14, 82]"
596,motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_4,21,36,4,"[36, 72, 184, 220]"
597,motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3,21,2,122,"[2, 8, 14, 20, 26, 32, 38, 44, 50, 56]"
598,motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7,21,30,3,"[30, 48, 138]"
599,motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_1,21,0,8,"[0, 74, 86, 202, 260, 278, 336, 348]"
600,motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_7,21,24,4,"[24, 58, 92, 126]"
601,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_3,21,18,8,"[18, 42, 66, 90, 114, 138, 162, 186]"
602,motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4,21,0,2,"[0, 72]"
603,motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,21,0,3,"[0, 96, 262]"
604,motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_6,21,8,2,"[8, 142]"
605,motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2,21,0,5,"[0, 60, 148, 180, 254]"
606,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_3,21,12,2,"[12, 22]"
607,motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5,21,0,19,"[0, 26, 36, 46, 72, 82, 92, 102, 128, 138]"
608,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,21,4,192,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
609,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2,21,20,5,"[20, 70, 120, 170, 220]"
610,motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,21,4,43,"[4, 8, 34, 38, 42, 68, 72, 98, 102, 128]"
611,motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_8,21,0,122,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
612,motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2,21,48,2,"[48, 326]"
