seed,pattern,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions
103,motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_5,21,52,6,"[52, 116, 180, 244, 308, 372]"
104,motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3,21,0,120,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
105,motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_8,21,4,9,"[4, 54, 110, 194, 234, 374, 470, 486, 532]"
106,motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_7,21,16,38,"[16, 24, 32, 40, 48, 56, 64, 72, 80, 88]"
107,motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6,21,4,16,"[4, 32, 60, 88, 116, 144, 172, 200, 228, 256]"
108,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,21,0,21,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
109,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,21,4,57,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
110,motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2,21,14,3,"[14, 128, 230]"
111,motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5,21,0,2,"[0, 130]"
112,motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_8,21,26,4,"[26, 108, 138, 220]"
113,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1,21,4,46,"[4, 14, 24, 34, 44, 54, 64, 74, 84, 94]"
114,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4,21,18,4,"[18, 58, 104, 144]"
115,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7,21,6,2,"[6, 88]"
116,motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3,21,6,3,"[6, 44, 166]"
117,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,21,18,5,"[18, 50, 96, 132, 168]"
118,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5,21,16,3,"[16, 272, 304]"
119,motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_2,21,94,2,"[94, 170]"
120,motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_5,21,4,4,"[4, 46, 118, 182]"
121,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,21,2,95,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
122,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_5,21,0,6,"[0, 72, 116, 178, 240, 296]"
123,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_4,21,18,4,"[18, 38, 102, 140]"
124,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_7,21,20,2,"[20, 78]"
125,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_5,21,0,31,"[0, 10, 20, 30, 40, 50, 60, 70, 80, 90]"
126,motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_6,21,4,2,"[4, 24]"
127,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_5→motive_5→motive_4,21,20,4,"[20, 62, 132, 202]"
128,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6,21,20,6,"[20, 62, 104, 146, 188, 230]"
129,motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_8,21,14,4,"[14, 58, 152, 174]"
130,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_1,21,20,2,"[20, 130]"
131,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_3,21,0,56,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
132,motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5,21,16,2,"[16, 98]"
133,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5,21,34,5,"[34, 80, 124, 168, 206]"
134,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2,21,8,4,"[8, 82, 160, 234]"
135,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_8,21,12,4,"[12, 62, 136, 180]"
136,motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_7,21,10,2,"[10, 54]"
137,motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_7,21,6,2,"[6, 78]"
138,motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_6,21,4,5,"[4, 70, 124, 178, 232]"
139,motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_1,21,0,13,"[0, 22, 44, 66, 88, 110, 132, 154, 176, 198]"
140,motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_8→motive_8→motive_7,21,50,2,"[50, 180]"
141,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_7,21,8,7,"[8, 40, 96, 138, 166, 264, 320]"
142,motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_8,21,0,18,"[0, 14, 28, 42, 56, 70, 84, 98, 112, 140]"
143,motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5,21,0,3,"[0, 30, 60]"
144,motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_3,21,62,4,"[62, 110, 158, 206]"
145,motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3,21,16,14,"[16, 58, 72, 86, 100, 114, 128, 142, 184, 198]"
146,motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6,21,74,2,"[74, 104]"
147,motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_2,21,4,22,"[4, 20, 36, 52, 68, 84, 100, 116, 132, 148]"
148,motive_3→motive_3→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_3,21,2,17,"[2, 22, 42, 62, 82, 102, 122, 142, 162, 182]"
149,motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3,21,4,12,"[4, 26, 48, 70, 92, 114, 136, 158, 180, 202]"
150,motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3,21,12,6,"[12, 90, 158, 236, 314, 392]"
151,motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_1,21,6,7,"[6, 26, 46, 66, 142, 162, 208]"
152,motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_1,21,2,2,"[2, 42]"
153,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2,21,12,8,"[12, 42, 76, 106, 140, 170, 204, 234]"
154,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2,21,0,4,"[0, 4, 8, 12]"
155,motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7,21,4,16,"[4, 18, 32, 46, 60, 74, 88, 102, 116, 130]"
156,motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_5,21,10,4,"[10, 40, 120, 200]"
157,motive_6→motive_6→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_8,21,8,4,"[8, 84, 154, 212]"
158,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2,21,0,120,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
159,motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_3,21,24,25,"[24, 38, 52, 66, 80, 94, 108, 122, 136, 150]"
160,motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2,21,34,3,"[34, 124, 304]"
161,motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7,21,0,2,"[0, 184]"
162,motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,21,0,8,"[0, 144, 198, 234, 324, 360, 414, 468]"
163,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_4,21,16,6,"[16, 48, 80, 112, 144, 176]"
164,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_6,21,18,3,"[18, 110, 202]"
165,motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8,21,0,2,"[0, 264]"
166,motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,21,22,2,"[22, 48]"
167,motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2,21,2,3,"[2, 70, 154]"
